26.4,50.3,40.3,57.0,35.4,35.4,15.0,24.2,35.4,11.2,0.0,42.4,41.2,55.2,60.8,46.1,38.1,25.0,7.1,25.0,51.5,60.4,69.5,54.1,63.6,43.0,29.2,35.0,49.6,20.6,17.0,15.5,35.5,46.1,43.0,18.7,45.0,61.8,66.4,44.7,62.0,53.2,62.1,51.8,30.4,24.8,15.0,14.8,14.3,32.4
16.6,23.4,11.2,15.8,35.4,25.5,33.5,40.8,25.5,32.0,42.4,0.0,22.4,43.0,36.1,42.7,45.3,30.4,43.0,30.4,15.8,25.5,30.4,15.0,21.2,7.1,15.8,9.2,15.7,26.9,25.5,37.2,17.3,25.0,32.7,54.1,33.5,54.1,25.1,14.1,29.1,34.7,41.9,44.3,44.1,49.7,47.0,40.7,55.0,12.4
26.4,9.4,32.0,25.5,15.8,7.1,26.9,26.9,43.0,35.0,41.2,22.4,0.0,21.2,20.0,20.6,25.5,18.0,38.1,42.7,15.8,21.2,32.0,36.4,35.4,15.8,15.8,16.3,38.0,36.4,27.0,44.3,35.5,46.1,51.9,44.8,11.2,32.0,32.7,10.0,21.6,14.3,23.1,22.0,27.3,36.2,38.0,31.9,49.2,27.8
46.9,21.2,53.2,41.2,20.0,22.4,40.3,33.4,64.0,52.2,55.2,43.0,21.2,0.0,15.8,11.2,22.4,30.4,50.0,62.6,31.6,30.0,40.3,55.9,51.0,36.1,36.1,37.5,58.5,55.9,44.9,62.3,56.6,67.3,73.0,51.7,11.2,11.2,45.0,29.2,27.2,9.2,10.6,5.7,29.4,40.2,46.5,42.0,58.7,48.9
45.4,13.0,47.2,29.2,29.2,25.5,46.1,42.9,60.4,55.0,60.8,36.1,20.0,15.8,0.0,25.0,35.4,36.4,57.0,61.8,21.2,15.8,25.0,46.1,38.1,29.2,35.4,33.8,50.2,55.9,47.0,64.2,52.3,61.0,68.5,61.7,18.0,25.0,30.8,22.4,12.2,9.2,7.3,21.0,40.8,51.3,55.5,50.0,67.4,45.3
42.4,25.2,51.5,45.0,11.2,18.0,31.6,23.0,60.2,44.7,46.1,42.7,20.6,11.2,25.0,0.0,11.2,22.4,40.3,57.0,35.0,36.4,47.4,57.0,55.0,36.4,32.0,35.4,58.3,50.0,38.3,55.0,53.6,65.2,69.5,40.8,10.0,15.8,50.6,30.4,34.5,16.1,21.4,6.1,18.4,29.1,36.1,32.1,48.2,45.8
40.7,32.7,52.2,51.0,10.0,20.0,25.0,13.9,58.3,39.1,38.1,45.3,25.5,22.4,35.4,11.2,0.0,18.0,31.6,53.2,41.2,44.7,55.9,60.2,60.8,40.0,31.6,36.7,60.2,46.1,34.1,49.2,52.8,65.0,67.7,30.1,18.0,25.0,57.9,35.4,43.6,26.2,32.4,17.1,8.1,18.2,26.2,23.4,38.0,45.3
22.8,27.5,35.4,40.3,11.2,11.2,10.0,10.4,40.3,22.4,25.0,30.4,18.0,30.4,36.4,22.4,18.0,0.0,20.6,35.4,32.0,39.1,49.5,45.3,49.2,26.9,15.0,21.2,44.0,28.3,16.3,32.6,35.1,47.4,49.7,26.9,20.0,38.1,48.8,25.0,39.7,28.3,37.1,27.5,14.1,19.7,20.0,13.9,31.3,27.9
28.2,47.4,42.7,56.6,30.0,31.6,11.2,17.7,40.0,15.0,7.1,43.0,38.1,50.0,57.0,40.3,31.6,20.6,0.0,30.4,50.0,58.3,68.0,55.9,64.0,42.4,28.3,34.7,52.2,25.0,17.9,21.9,38.8,50.2,48.3,13.0,40.3,55.9,65.8,43.0,59.5,48.8,57.6,46.2,23.8,17.7,8.1,8.2,12.0,34.5
16.5,49.0,22.4,46.1,46.1,40.3,29.2,41.3,11.2,15.8,25.0,30.4,42.7,62.6,61.8,57.0,53.2,35.4,30.4,0.0,45.0,55.0,60.8,36.1,49.2,35.0,26.9,28.3,29.8,7.1,19.1,10.8,15.3,22.4,18.0,43.3,51.5,72.1,55.1,40.3,58.1,57.0,65.8,61.3,47.4,46.2,38.1,34.5,39.1,18.1
29.3,10.4,26.9,10.0,31.6,22.4,39.1,41.9,41.2,42.7,51.5,15.8,15.8,31.6,21.2,35.0,41.2,32.0,50.0,45.0,0.0,10.0,18.0,25.0,20.0,10.0,22.4,17.5,29.1,40.3,34.9,50.0,33.0,40.3,48.5,58.7,25.0,42.7,17.0,7.1,13.3,22.5,27.8,34.5,43.0,51.3,51.6,45.3,61.8,27.1
39.2,12.2,36.4,14.1,36.1,28.3,47.2,48.1,51.0,52.2,60.4,25.5,21.2,30.0,15.8,36.4,44.7,39.1,58.3,55.0,10.0,0.0,11.2,32.0,22.4,20.0,31.6,27.3,37.2,50.2,44.3,59.8,42.8,49.2,57.9,65.9,26.9,40.3,15.1,15.8,4.2,21.1,23.1,34.2,48.0,57.4,59.0,52.8,69.9,37.1
46.2,23.3,40.0,15.0,47.2,39.1,57.0,58.9,55.0,60.4,69.5,30.4,32.0,40.3,25.0,47.4,55.9,49.5,68.0,60.8,18.0,11.2,0.0,31.6,18.0,26.9,40.3,34.9,38.1,57.0,52.8,67.1,47.0,51.0,60.5,76.4,38.1,50.0,8.6,25.0,13.2,31.8,32.1,44.9,59.1,68.2,69.4,63.0,79.8,42.8
27.8,35.0,14.1,18.0,50.2,40.3,47.4,55.6,26.9,43.0,54.1,15.0,36.4,55.9,46.1,57.0,60.2,45.3,55.9,36.1,25.0,32.0,31.6,0.0,15.0,20.6,30.4,24.1,7.1,35.4,38.0,45.3,20.8,20.0,30.1,67.8,47.4,67.1,23.5,26.9,36.2,47.0,52.8,57.9,59.1,64.3,60.7,54.7,67.6,21.6
37.6,30.1,26.9,10.0,51.0,41.2,54.1,59.6,41.2,53.2,63.6,21.2,35.4,51.0,38.1,55.0,60.8,49.2,64.0,49.2,20.0,22.4,18.0,15.0,0.0,22.4,36.1,29.4,22.0,47.2,46.7,57.5,34.2,35.0,45.0,74.6,45.0,61.8,9.4,25.5,26.4,41.8,45.3,54.3,61.7,68.9,67.4,61.1,76.1,32.4
19.4,16.4,18.0,14.1,30.0,20.0,32.0,37.3,31.6,33.5,43.0,7.1,15.8,36.1,29.2,36.4,40.0,26.9,42.4,35.0,10.0,20.0,26.9,20.6,22.4,0.0,14.1,8.1,22.5,30.4,26.1,40.3,23.4,32.0,39.4,52.4,26.9,47.2,23.4,7.1,23.2,27.7,34.8,37.6,39.8,46.6,45.2,38.8,54.5,17.1
10.8,23.0,20.6,28.3,22.4,14.1,18.0,25.2,28.3,20.6,29.2,15.8,15.8,36.1,35.4,32.0,31.6,15.0,28.3,26.9,22.4,31.6,40.3,30.4,36.1,14.1,0.0,6.7,29.1,20.6,12.6,29.0,21.6,33.5,37.5,38.6,25.0,46.1,37.5,15.8,33.7,30.1,38.9,35.4,29.1,34.0,31.4,25.1,40.3,13.9
12.0,20.9,16.1,22.0,26.9,17.5,24.7,31.6,26.9,25.5,35.0,9.2,16.3,37.5,33.8,35.4,36.7,21.2,34.7,28.3,17.5,27.3,34.9,24.1,29.4,8.1,6.7,0.0,23.5,23.0,18.0,32.6,19.2,30.0,35.6,45.3,27.0,48.2,31.4,12.0,30.0,30.2,38.5,37.8,35.0,40.5,38.1,31.8,46.8,11.7
24.0,38.3,9.5,23.8,50.4,40.8,44.7,54.0,20.1,38.5,49.6,15.7,38.0,58.5,50.2,58.3,60.2,44.0,52.2,29.8,29.1,37.2,38.1,7.1,22.0,22.5,29.1,23.5,0.0,30.0,34.5,39.6,14.9,13.0,23.0,64.6,49.2,69.6,30.3,29.4,41.3,50.0,56.6,59.9,58.1,62.3,57.7,52.0,63.6,17.7
11.0,43.3,21.2,42.7,39.1,33.5,22.4,34.5,15.0,10.0,20.6,26.9,36.4,55.9,55.9,50.0,46.1,28.3,25.0,7.1,40.3,50.2,57.0,35.4,47.2,30.4,20.6,23.0,30.0,0.0,12.0,10.3,15.3,25.5,23.5,38.0,44.7,65.2,52.0,35.0,53.0,50.6,59.5,54.4,40.5,39.8,32.2,28.2,34.9,14.8
10.4,35.2,25.0,40.0,27.2,22.8,11.2,22.8,25.3,8.1,17.0,25.5,27.0,44.9,47.0,38.3,34.1,16.3,17.9,19.1,34.9,44.3,52.8,38.0,46.7,26.1,12.6,18.0,34.5,12.0,0.0,17.5,22.0,34.1,34.5,30.1,33.8,53.7,49.4,28.5,46.3,40.6,49.6,42.9,28.7,29.3,23.3,18.0,29.7,16.8
20.9,52.0,31.2,52.9,43.8,40.3,24.2,36.1,21.9,10.3,15.5,37.2,44.3,62.3,64.2,55.0,49.2,32.6,21.9,10.8,50.0,59.8,67.1,45.3,57.5,40.3,29.0,32.6,39.6,10.3,17.5,0.0,24.8,33.1,28.3,34.2,51.2,70.7,62.2,44.3,62.4,58.1,67.1,60.0,42.4,39.1,30.0,27.8,29.0,25.1
12.4,39.4,7.3,32.1,43.9,35.6,33.1,43.9,8.2,24.4,35.5,17.3,35.5,56.6,52.3,53.6,52.8,35.1,38.8,15.3,33.0,42.8,47.0,20.8,34.2,23.4,21.6,19.2,14.9,15.3,22.0,24.8,0.0,12.4,16.4,51.6,46.0,67.2,40.6,30.0,46.3,49.4,57.5,56.6,49.0,51.2,45.2,40.0,49.6,7.8
24.7,48.4,14.1,36.4,55.9,47.2,45.3,56.3,11.2,35.4,46.1,25.0,46.1,67.3,61.0,65.2,65.0,47.4,50.2,22.4,40.3,49.2,51.0,20.0,35.0,32.0,33.5,30.0,13.0,25.5,34.1,33.1,12.4,0.0,10.2,63.2,57.0,78.1,43.3,39.1,53.2,59.4,66.8,67.8,61.4,63.4,57.0,52.1,60.4,19.7
27.2,55.6,21.5,45.7,59.4,51.7,45.5,57.4,9.4,33.4,43.0,32.7,51.9,73.0,68.5,69.5,67.7,49.7,48.3,18.0,48.5,57.9,60.5,30.1,45.0,39.4,37.5,35.6,23.0,23.5,34.5,28.3,16.4,10.2,0.0,61.2,62.2,83.5,53.1,46.1,61.7,65.8,73.8,72.8,63.1,63.3,55.7,51.7,57.1,24.1
40.5,54.2,55.1,66.4,32.7,37.8,20.6,18.8,53.0,28.0,18.7,54.1,44.8,51.7,61.7,40.8,30.1,26.9,13.0,43.3,58.7,65.9,76.4,67.8,74.6,52.4,38.6,45.3,64.6,38.0,30.1,34.2,51.6,63.2,61.2,0.0,43.9,55.1,75.3,51.7,66.4,52.8,60.7,46.9,22.4,12.0,7.2,13.6,8.9,46.8
35.8,15.3,43.0,35.0,11.2,11.2,30.0,25.1,53.2,41.2,45.0,33.5,11.2,11.2,18.0,10.0,18.0,20.0,40.3,51.5,25.0,26.9,38.1,47.4,45.0,26.9,25.0,27.0,49.2,44.7,33.8,51.2,46.0,57.0,62.2,43.9,0.0,21.2,40.8,20.6,25.6,8.9,17.3,10.8,22.8,33.3,37.9,32.8,50.0,38.2
56.9,32.3,64.0,52.2,26.9,32.0,47.4,38.3,74.3,60.4,61.8,54.1,32.0,11.2,25.0,15.8,25.0,38.1,55.9,72.1,42.7,40.3,50.0,67.1,61.8,47.2,46.1,48.2,69.6,65.2,53.7,70.7,67.2,78.1,83.5,55.1,21.2,0.0,55.4,40.3,37.1,20.2,18.1,10.8,33.0,43.1,51.1,47.7,63.0,59.4
41.6,25.5,33.4,9.4,48.5,39.4,55.2,58.8,48.3,56.6,66.4,25.1,32.7,45.0,30.8,50.6,57.9,48.8,65.8,55.1,17.0,15.1,8.6,23.5,9.4,23.4,37.5,31.4,30.3,52.0,49.4,62.2,40.6,43.3,53.1,75.3,40.8,55.4,0.0,23.9,18.7,36.0,38.1,49.0,59.9,68.3,68.1,61.7,77.8,37.3
24.0,9.4,25.0,15.8,25.5,15.8,32.0,35.0,38.1,36.4,44.7,14.1,10.0,29.2,22.4,30.4,35.4,25.0,43.0,40.3,7.1,15.8,25.0,26.9,25.5,7.1,15.8,12.0,29.4,35.0,28.5,44.3,30.0,39.1,46.1,51.7,20.6,40.3,23.9,0.0,18.1,20.6,27.8,31.0,36.4,44.4,44.6,38.2,54.8,23.1
42.0,12.2,40.2,18.4,35.5,28.6,48.3,48.2,54.6,54.3,62.0,29.1,21.6,27.2,12.2,34.5,43.6,39.7,59.5,58.1,13.3,4.2,13.2,36.2,26.4,23.2,33.7,30.0,41.3,53.0,46.3,62.4,46.3,53.2,61.7,66.4,25.6,37.1,18.7,18.1,0.0,18.7,19.4,31.8,47.5,57.3,59.6,53.5,70.8,40.3
40.7,12.1,45.3,32.0,20.1,18.0,38.2,34.0,57.1,48.4,53.2,34.7,14.3,9.2,9.2,16.1,26.2,28.3,48.8,57.0,22.5,21.1,31.8,47.0,41.8,27.7,30.1,30.2,50.0,50.6,40.6,58.1,49.4,59.4,65.8,52.8,8.9,20.2,36.0,20.6,18.7,0.0,9.1,13.2,31.6,42.2,46.8,41.5,58.8,41.9
49.4,18.4,52.8,36.2,28.2,27.1,47.1,42.1,65.4,57.4,62.1,41.9,23.1,10.6,7.3,21.4,32.4,37.1,57.6,65.8,27.8,23.1,32.1,52.8,45.3,34.8,38.9,38.5,56.6,59.5,49.6,67.1,57.5,66.8,73.8,60.7,17.3,18.1,38.1,27.8,19.4,9.1,0.0,16.3,38.9,49.7,55.1,50.0,67.2,50.1
46.1,24.2,53.8,44.4,16.5,21.3,37.1,29.0,63.7,49.8,51.8,44.3,22.0,5.7,21.0,6.1,17.1,27.5,46.2,61.3,34.5,34.2,44.9,57.9,54.3,37.6,35.4,37.8,59.9,54.4,42.9,60.0,56.6,67.8,72.8,46.9,10.8,10.8,49.0,31.0,31.8,13.2,16.3,0.0,24.5,35.2,42.1,38.1,54.2,48.8
36.7,35.8,49.5,52.2,12.0,20.6,18.4,6.4,53.7,32.6,30.4,44.1,27.3,29.4,40.8,18.4,8.1,14.1,23.8,47.4,43.0,48.0,59.1,59.1,61.7,39.8,29.1,35.0,58.1,40.5,28.7,42.4,49.0,61.4,63.1,22.4,22.8,33.0,59.9,36.4,47.5,31.6,38.9,24.5,0.0,10.8,18.1,15.7,30.0,42.0
39.0,45.3,53.1,59.9,22.2,29.2,18.1,9.4,54.3,30.5,24.8,49.7,36.2,40.2,51.3,29.1,18.2,19.7,17.7,46.2,51.3,57.4,68.2,64.3,68.9,46.6,34.0,40.5,62.3,39.8,29.3,39.1,51.2,63.4,63.3,12.0,33.3,43.1,68.3,44.4,57.3,42.2,49.7,35.2,10.8,0.0,10.0,11.7,20.4,45.0
33.7,47.4,48.3,59.2,26.9,31.1,13.4,13.2,47.2,22.4,15.0,47.0,38.0,46.5,55.5,36.1,26.2,20.0,8.1,38.1,51.6,59.0,69.4,60.7,67.4,45.2,31.4,38.1,57.7,32.2,23.3,30.0,45.2,57.0,55.7,7.2,37.9,51.1,68.1,44.6,59.6,46.8,55.1,42.1,18.1,10.0,0.0,6.4,12.2,40.0
28.2,41.3,42.6,52.8,22.1,25.1,7.3,9.5,42.8,18.8,14.8,40.7,31.9,42.0,50.0,32.1,23.4,13.9,8.2,34.5,45.3,52.8,63.0,54.7,61.1,38.8,25.1,31.8,52.0,28.2,18.0,27.8,40.0,52.1,51.7,13.6,32.8,47.7,61.7,38.2,53.5,41.5,50.0,38.1,15.7,11.7,6.4,0.0,17.5,34.4
39.8,58.7,54.1,68.6,39.1,42.5,22.8,25.3,49.6,25.3,14.3,55.0,49.2,58.7,67.4,48.2,38.0,31.3,12.0,39.1,61.8,69.9,79.8,67.6,76.1,54.5,40.3,46.8,63.6,34.9,29.7,29.0,49.6,60.4,57.1,8.9,50.0,63.0,77.8,54.8,70.8,58.8,67.2,54.2,30.0,20.4,12.2,17.5,0.0,46.1
6.3,32.3,8.2,28.2,36.2,27.8,27.2,37.2,15.3,21.4,32.4,12.4,27.8,48.9,45.3,45.8,45.3,27.9,34.5,18.1,27.1,37.1,42.8,21.6,32.4,17.1,13.9,11.7,17.7,14.8,16.8,25.1,7.8,19.7,24.1,46.8,38.2,59.4,37.3,23.1,40.3,41.9,50.1,48.8,42.0,45.0,40.0,34.4,46.1,0.0
